path,label,generator
Stable Diffusion/Stable_Diffusion_1240.jpg,0,stable diffusion
FaceShifter/FaceShifter_0231.jpg,0,faceshifter
Stable Diffusion/Stable_Diffusion_245.jpg,0,stable diffusion
Midjourney/Midjourney_0174.png,0,midjourney
Stable Diffusion/Stable_Diffusion_629.jpg,0,stable diffusion
DeepFaceLab/DeepFaceLab_0904.png,0,deepfacelab
FaceShifter/FaceShifter_0553.jpg,0,faceshifter
Face2Face/Face2Face_0541.jpg,0,face2face
Real/REAL_1362.jpg,1,real
Real/REAL_0148.jpg,1,real
StyleGAN/StyleGAN_373.png,0,stylegan
Real/REAL_3687.jpg,1,real
NeuralTextures/NeuralTextures_323.jpg,0,neuraltextures
Face2Face/Face2Face_0826.jpg,0,face2face
Stable Diffusion/Stable_Diffusion_402.jpg,0,stable diffusion
DeepFaceLab/DeepFaceLab_1325.png,0,deepfacelab
Stable Diffusion/Stable_Diffusion_288.jpg,0,stable diffusion
DeepFaceLab/DeepFaceLab_0236.png,0,deepfacelab
FaceShifter/FaceShifter_0749.jpg,0,faceshifter
DALL-E/DALL-E_1615.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_1157.jpg,0,stable diffusion
Real/REAL_1717.jpg,1,real
DALL-E/DALL-E_1600.jpg,0,dall-e
Real/REAL_5809.jpg,1,real
Real/REAL_4440.jpg,1,real
Real/REAL_1916.jpg,1,real
Midjourney/Midjourney_0602.png,0,midjourney
Stable Diffusion/Stable_Diffusion_2016.jpg,0,stable diffusion
DALL-E/DALL-E_1486.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_831.jpg,0,stable diffusion
Real/REAL_0407.jpg,1,real
Midjourney/Midjourney_0109.png,0,midjourney
Stable Diffusion/Stable_Diffusion_564.jpg,0,stable diffusion
Real/REAL_3616.jpg,1,real
Stable Diffusion/Stable_Diffusion_1883.jpg,0,stable diffusion
DeepFaceLab/DeepFaceLab_1507.png,0,deepfacelab
Midjourney/Midjourney_0897.png,0,midjourney
FaceSwap/FaceSwap_537.jpg,0,faceswap
DALL-E/DALL-E_1892.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_1322.jpg,0,stable diffusion
DALL-E/DALL-E_0477.jpg,0,dall-e
Real/REAL_2448.jpg,1,real
FaceSwap/FaceSwap_20.jpg,0,faceswap
FaceSwap/FaceSwap_848.jpg,0,faceswap
Real/REAL_1667.jpg,1,real
Stable Diffusion/Stable_Diffusion_1949.jpg,0,stable diffusion
DeepFaceLab/DeepFaceLab_1415.png,0,deepfacelab
DeepFaceLab/DeepFaceLab_1121.png,0,deepfacelab
StyleGAN/StyleGAN_702.png,0,stylegan
DALL-E/DALL-E_0175.jpg,0,dall-e
DALL-E/DALL-E_0219.jpg,0,dall-e
StyleGAN/StyleGAN_253.png,0,stylegan
DALL-E/DALL-E_1761.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_830.jpg,0,stable diffusion
DeepFaceLab/DeepFaceLab_0184.png,0,deepfacelab
Stable Diffusion/Stable_Diffusion_1100.jpg,0,stable diffusion
Midjourney/Midjourney_0453.png,0,midjourney
FaceShifter/FaceShifter_0916.jpg,0,faceshifter
Real/REAL_2511.jpg,1,real
Real/REAL_3450.jpg,1,real
DALL-E/DALL-E_1189.jpg,0,dall-e
DALL-E/DALL-E_1276.jpg,0,dall-e
FaceSwap/FaceSwap_862.jpg,0,faceswap
Stable Diffusion/Stable_Diffusion_1487.jpg,0,stable diffusion
Stable Diffusion/Stable_Diffusion_146.jpg,0,stable diffusion
Stable Diffusion/Stable_Diffusion_523.jpg,0,stable diffusion
Stable Diffusion/Stable_Diffusion_1515.jpg,0,stable diffusion
Face2Face/Face2Face_0244.jpg,0,face2face
Face2Face/Face2Face_0031.jpg,0,face2face
Real/REAL_3242.jpg,1,real
Real/REAL_0448.jpg,1,real
Real/REAL_2130.jpg,1,real
FaceShifter/FaceShifter_0645.jpg,0,faceshifter
DALL-E/DALL-E_1142.jpg,0,dall-e
Real/REAL_3529.jpg,1,real
DALL-E/DALL-E_1362.jpg,0,dall-e
FaceShifter/FaceShifter_0580.jpg,0,faceshifter
Real/REAL_3540.jpg,1,real
Real/REAL_1513.jpg,1,real
Face2Face/Face2Face_0444.jpg,0,face2face
FaceSwap/FaceSwap_552.jpg,0,faceswap
Real/REAL_0626.jpg,1,real
NeuralTextures/NeuralTextures_603.jpg,0,neuraltextures
DeepFaceLab/DeepFaceLab_0660.png,0,deepfacelab
NeuralTextures/NeuralTextures_149.jpg,0,neuraltextures
Stable Diffusion/Stable_Diffusion_1271.jpg,0,stable diffusion
Face2Face/Face2Face_0110.jpg,0,face2face
Face2Face/Face2Face_0273.jpg,0,face2face
Stable Diffusion/Stable_Diffusion_2044.jpg,0,stable diffusion
Real/REAL_4380.jpg,1,real
Stable Diffusion/Stable_Diffusion_1624.jpg,0,stable diffusion
StyleGAN/StyleGAN_72.png,0,stylegan
Real/REAL_1529.jpg,1,real
DALL-E/DALL-E_0080.jpg,0,dall-e
Real/REAL_1696.jpg,1,real
Midjourney/Midjourney_0276.png,0,midjourney
DALL-E/DALL-E_0071.jpg,0,dall-e
Midjourney/Midjourney_0660.png,0,midjourney
Real/REAL_3274.jpg,1,real
FaceSwap/FaceSwap_1045.jpg,0,faceswap
Stable Diffusion/Stable_Diffusion_1476.jpg,0,stable diffusion
Face2Face/Face2Face_0619.jpg,0,face2face
StyleGAN/StyleGAN_719.png,0,stylegan
Stable Diffusion/Stable_Diffusion_101.jpg,0,stable diffusion
Real/REAL_3640.jpg,1,real
Real/REAL_5807.jpg,1,real
FaceShifter/FaceShifter_0215.jpg,0,faceshifter
Real/REAL_5331.jpg,1,real
Real/REAL_3547.jpg,1,real
StyleGAN/StyleGAN_532.png,0,stylegan
FaceShifter/FaceShifter_0370.jpg,0,faceshifter
DeepFaceLab/DeepFaceLab_0269.png,0,deepfacelab
StyleGAN/StyleGAN_640.png,0,stylegan
Real/REAL_2054.jpg,1,real
Real/REAL_3412.jpg,1,real
Real/REAL_0096.jpg,1,real
Real/REAL_2882.jpg,1,real
FaceSwap/FaceSwap_1191.jpg,0,faceswap
Real/REAL_5544.jpg,1,real
Real/REAL_3383.jpg,1,real
Real/REAL_2446.jpg,1,real
FaceSwap/FaceSwap_1108.jpg,0,faceswap
FaceShifter/FaceShifter_0765.jpg,0,faceshifter
NeuralTextures/NeuralTextures_235.jpg,0,neuraltextures
Real/REAL_0629.jpg,1,real
Face2Face/Face2Face_0534.jpg,0,face2face
Real/REAL_2967.jpg,1,real
Stable Diffusion/Stable_Diffusion_863.jpg,0,stable diffusion
Real/REAL_2319.jpg,1,real
Real/REAL_0946.jpg,1,real
Real/REAL_2499.jpg,1,real
FaceSwap/FaceSwap_954.jpg,0,faceswap
Real/REAL_2762.jpg,1,real
Face2Face/Face2Face_0215.jpg,0,face2face
StyleGAN/StyleGAN_312.png,0,stylegan
DALL-E/DALL-E_1914.jpg,0,dall-e
Real/REAL_5882.jpg,1,real
FaceShifter/FaceShifter_0565.jpg,0,faceshifter
DeepFaceLab/DeepFaceLab_0154.png,0,deepfacelab
Face2Face/Face2Face_0864.jpg,0,face2face
Real/REAL_2379.jpg,1,real
DALL-E/DALL-E_1835.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_720.jpg,0,stable diffusion
Real/REAL_2417.jpg,1,real
Face2Face/Face2Face_0269.jpg,0,face2face
FaceShifter/FaceShifter_0949.jpg,0,faceshifter
Real/REAL_1026.jpg,1,real
Midjourney/Midjourney_0061.png,0,midjourney
FaceSwap/FaceSwap_1154.jpg,0,faceswap
Face2Face/Face2Face_0754.jpg,0,face2face
FaceShifter/FaceShifter_0820.jpg,0,faceshifter
Real/REAL_2593.jpg,1,real
DALL-E/DALL-E_1153.jpg,0,dall-e
DALL-E/DALL-E_0752.jpg,0,dall-e
Real/REAL_2063.jpg,1,real
Real/REAL_4278.jpg,1,real
DeepFaceLab/DeepFaceLab_0317.png,0,deepfacelab
NeuralTextures/NeuralTextures_919.jpg,0,neuraltextures
Real/REAL_3917.jpg,1,real
DALL-E/DALL-E_0229.jpg,0,dall-e
DALL-E/DALL-E_1585.jpg,0,dall-e
Real/REAL_0140.jpg,1,real
Real/REAL_4001.jpg,1,real
DALL-E/DALL-E_0334.jpg,0,dall-e
FaceSwap/FaceSwap_972.jpg,0,faceswap
FaceSwap/FaceSwap_1217.jpg,0,faceswap
Stable Diffusion/Stable_Diffusion_1913.jpg,0,stable diffusion
DALL-E/DALL-E_0350.jpg,0,dall-e
Real/REAL_0272.jpg,1,real
DeepFaceLab/DeepFaceLab_0895.png,0,deepfacelab
NeuralTextures/NeuralTextures_854.jpg,0,neuraltextures
DeepFaceLab/DeepFaceLab_0241.png,0,deepfacelab
Real/REAL_4977.jpg,1,real
Real/REAL_2195.jpg,1,real
Real/REAL_5306.jpg,1,real
DALL-E/DALL-E_1238.jpg,0,dall-e
Midjourney/Midjourney_0028.png,0,midjourney
Real/REAL_4225.jpg,1,real
Real/REAL_4465.jpg,1,real
StyleGAN/StyleGAN_201.png,0,stylegan
DALL-E/DALL-E_0709.jpg,0,dall-e
DALL-E/DALL-E_1369.jpg,0,dall-e
DALL-E/DALL-E_1926.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_696.jpg,0,stable diffusion
FaceShifter/FaceShifter_0958.jpg,0,faceshifter
Face2Face/Face2Face_0758.jpg,0,face2face
Real/REAL_3638.jpg,1,real
FaceSwap/FaceSwap_1554.jpg,0,faceswap
DeepFaceLab/DeepFaceLab_1040.png,0,deepfacelab
Real/REAL_3888.jpg,1,real
NeuralTextures/NeuralTextures_242.jpg,0,neuraltextures
Real/REAL_1884.jpg,1,real
Real/REAL_4300.jpg,1,real
Face2Face/Face2Face_0869.jpg,0,face2face
Real/REAL_0833.jpg,1,real
DALL-E/DALL-E_0727.jpg,0,dall-e
FaceShifter/FaceShifter_0972.jpg,0,faceshifter
FaceShifter/FaceShifter_0024.jpg,0,faceshifter
Real/REAL_5767.jpg,1,real
Midjourney/Midjourney_0266.png,0,midjourney
Real/REAL_3374.jpg,1,real
Real/REAL_0909.jpg,1,real
FaceSwap/FaceSwap_657.jpg,0,faceswap
Real/REAL_2623.jpg,1,real
DALL-E/DALL-E_1531.jpg,0,dall-e
Real/REAL_0028.jpg,1,real
DALL-E/DALL-E_0870.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_47.jpg,0,stable diffusion
NeuralTextures/NeuralTextures_19.jpg,0,neuraltextures
Stable Diffusion/Stable_Diffusion_143.jpg,0,stable diffusion
FaceShifter/FaceShifter_0079.jpg,0,faceshifter
Stable Diffusion/Stable_Diffusion_1730.jpg,0,stable diffusion
DALL-E/DALL-E_1407.jpg,0,dall-e
Face2Face/Face2Face_0511.jpg,0,face2face
DeepFaceLab/DeepFaceLab_1015.png,0,deepfacelab
Real/REAL_1450.jpg,1,real
FaceShifter/FaceShifter_0647.jpg,0,faceshifter
DALL-E/DALL-E_0156.jpg,0,dall-e
FaceSwap/FaceSwap_1340.jpg,0,faceswap
Stable Diffusion/Stable_Diffusion_1704.jpg,0,stable diffusion
DeepFaceLab/DeepFaceLab_0750.png,0,deepfacelab
Stable Diffusion/Stable_Diffusion_1395.jpg,0,stable diffusion
FaceShifter/FaceShifter_0323.jpg,0,faceshifter
DeepFaceLab/DeepFaceLab_1385.png,0,deepfacelab
Real/REAL_1799.jpg,1,real
DeepFaceLab/DeepFaceLab_1473.png,0,deepfacelab
Real/REAL_0817.jpg,1,real
Real/REAL_2290.jpg,1,real
Stable Diffusion/Stable_Diffusion_1706.jpg,0,stable diffusion
NeuralTextures/NeuralTextures_763.jpg,0,neuraltextures
Midjourney/Midjourney_0856.png,0,midjourney
DeepFaceLab/DeepFaceLab_0508.png,0,deepfacelab
FaceShifter/FaceShifter_0501.jpg,0,faceshifter
Real/REAL_3938.jpg,1,real
Stable Diffusion/Stable_Diffusion_1246.jpg,0,stable diffusion
FaceSwap/FaceSwap_371.jpg,0,faceswap
Stable Diffusion/Stable_Diffusion_522.jpg,0,stable diffusion
NeuralTextures/NeuralTextures_430.jpg,0,neuraltextures
Face2Face/Face2Face_0189.jpg,0,face2face
DALL-E/DALL-E_1695.jpg,0,dall-e
FaceSwap/FaceSwap_442.jpg,0,faceswap
DALL-E/DALL-E_1414.jpg,0,dall-e
DeepFaceLab/DeepFaceLab_1576.jpg,0,deepfacelab
NeuralTextures/NeuralTextures_638.jpg,0,neuraltextures
DeepFaceLab/DeepFaceLab_0490.png,0,deepfacelab
Stable Diffusion/Stable_Diffusion_278.jpg,0,stable diffusion
StyleGAN/StyleGAN_879.png,0,stylegan
DeepFaceLab/DeepFaceLab_0743.png,0,deepfacelab
FaceSwap/FaceSwap_410.jpg,0,faceswap
DALL-E/DALL-E_1506.jpg,0,dall-e
FaceSwap/FaceSwap_837.jpg,0,faceswap
Real/REAL_5033.jpg,1,real
DALL-E/DALL-E_0287.jpg,0,dall-e
FaceSwap/FaceSwap_192.jpg,0,faceswap
Real/REAL_2415.jpg,1,real
Face2Face/Face2Face_0526.jpg,0,face2face
Real/REAL_2705.jpg,1,real
FaceSwap/FaceSwap_850.jpg,0,faceswap
Real/REAL_0894.jpg,1,real
FaceSwap/FaceSwap_544.jpg,0,faceswap
DALL-E/DALL-E_1293.jpg,0,dall-e
FaceSwap/FaceSwap_1163.jpg,0,faceswap
Stable Diffusion/Stable_Diffusion_1541.jpg,0,stable diffusion
Real/REAL_5085.jpg,1,real
DeepFaceLab/DeepFaceLab_0966.png,0,deepfacelab
DeepFaceLab/DeepFaceLab_0962.png,0,deepfacelab
DeepFaceLab/DeepFaceLab_1361.png,0,deepfacelab
StyleGAN/StyleGAN_906.png,0,stylegan
Real/REAL_5324.jpg,1,real
Real/REAL_4496.jpg,1,real
Midjourney/Midjourney_0340.png,0,midjourney
FaceShifter/FaceShifter_0409.jpg,0,faceshifter
Stable Diffusion/Stable_Diffusion_649.jpg,0,stable diffusion
FaceShifter/FaceShifter_0209.jpg,0,faceshifter
Face2Face/Face2Face_0001.jpg,0,face2face
DALL-E/DALL-E_0422.jpg,0,dall-e
Midjourney/Midjourney_0590.png,0,midjourney
Face2Face/Face2Face_0247.jpg,0,face2face
Real/REAL_0608.jpg,1,real
Real/REAL_4918.jpg,1,real
FaceShifter/FaceShifter_0794.jpg,0,faceshifter
DALL-E/DALL-E_0523.jpg,0,dall-e
DALL-E/DALL-E_0652.jpg,0,dall-e
FaceSwap/FaceSwap_33.jpg,0,faceswap
Real/REAL_5224.jpg,1,real
Real/REAL_0164.jpg,1,real
DeepFaceLab/DeepFaceLab_0952.png,0,deepfacelab
DeepFaceLab/DeepFaceLab_1563.png,0,deepfacelab
Real/REAL_0893.jpg,1,real
Real/REAL_4906.jpg,1,real
Stable Diffusion/Stable_Diffusion_1249.jpg,0,stable diffusion
Stable Diffusion/Stable_Diffusion_259.jpg,0,stable diffusion
Real/REAL_3456.jpg,1,real
DALL-E/DALL-E_1117.jpg,0,dall-e
DeepFaceLab/DeepFaceLab_1535.png,0,deepfacelab
FaceSwap/FaceSwap_5.jpg,0,faceswap
Real/REAL_1371.jpg,1,real
FaceShifter/FaceShifter_0857.jpg,0,faceshifter
Stable Diffusion/Stable_Diffusion_1199.jpg,0,stable diffusion
Real/REAL_2423.jpg,1,real
FaceShifter/FaceShifter_0593.jpg,0,faceshifter
DeepFaceLab/DeepFaceLab_0787.png,0,deepfacelab
Midjourney/Midjourney_0582.png,0,midjourney
Stable Diffusion/Stable_Diffusion_1944.jpg,0,stable diffusion
Real/REAL_4983.jpg,1,real
Real/REAL_2990.jpg,1,real
Real/REAL_3016.jpg,1,real
StyleGAN/StyleGAN_939.png,0,stylegan
Real/REAL_5077.jpg,1,real
DeepFaceLab/DeepFaceLab_1140.png,0,deepfacelab
DALL-E/DALL-E_1921.jpg,0,dall-e
DeepFaceLab/DeepFaceLab_0993.png,0,deepfacelab
FaceShifter/FaceShifter_0153.jpg,0,faceshifter
Stable Diffusion/Stable_Diffusion_1192.jpg,0,stable diffusion
Real/REAL_3481.jpg,1,real
Real/REAL_2180.jpg,1,real
DALL-E/DALL-E_1163.jpg,0,dall-e
Midjourney/Midjourney_0455.png,0,midjourney
DALL-E/DALL-E_0454.jpg,0,dall-e
Real/REAL_1793.jpg,1,real
FaceSwap/FaceSwap_388.jpg,0,faceswap
StyleGAN/StyleGAN_325.png,0,stylegan
DeepFaceLab/DeepFaceLab_1285.png,0,deepfacelab
StyleGAN/StyleGAN_619.png,0,stylegan
FaceSwap/FaceSwap_1151.jpg,0,faceswap
FaceShifter/FaceShifter_0589.jpg,0,faceshifter
DeepFaceLab/DeepFaceLab_0448.jpg,0,deepfacelab
Real/REAL_5281.jpg,1,real
Real/REAL_0712.jpg,1,real
Real/REAL_1129.jpg,1,real
FaceSwap/FaceSwap_354.jpg,0,faceswap
Midjourney/Midjourney_0344.png,0,midjourney
Real/REAL_0778.jpg,1,real
Stable Diffusion/Stable_Diffusion_1645.jpg,0,stable diffusion
DALL-E/DALL-E_1665.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_1956.jpg,0,stable diffusion
Real/REAL_5880.jpg,1,real
Face2Face/Face2Face_0615.jpg,0,face2face
Real/REAL_5551.jpg,1,real
Stable Diffusion/Stable_Diffusion_1968.jpg,0,stable diffusion
FaceShifter/FaceShifter_0686.jpg,0,faceshifter
FaceSwap/FaceSwap_451.jpg,0,faceswap
DeepFaceLab/DeepFaceLab_0681.png,0,deepfacelab
DeepFaceLab/DeepFaceLab_0565.png,0,deepfacelab
DeepFaceLab/DeepFaceLab_0605.png,0,deepfacelab
FaceShifter/FaceShifter_0699.jpg,0,faceshifter
Real/REAL_3912.jpg,1,real
StyleGAN/StyleGAN_678.png,0,stylegan
DALL-E/DALL-E_1040.jpg,0,dall-e
StyleGAN/StyleGAN_982.png,0,stylegan
DeepFaceLab/DeepFaceLab_1546.png,0,deepfacelab
FaceSwap/FaceSwap_239.jpg,0,faceswap
NeuralTextures/NeuralTextures_732.jpg,0,neuraltextures
DALL-E/DALL-E_0317.jpg,0,dall-e
FaceShifter/FaceShifter_0903.jpg,0,faceshifter
StyleGAN/StyleGAN_685.png,0,stylegan
FaceSwap/FaceSwap_1357.jpg,0,faceswap
Real/REAL_3040.jpg,1,real
Real/REAL_1638.jpg,1,real
FaceShifter/FaceShifter_0704.jpg,0,faceshifter
Face2Face/Face2Face_0687.jpg,0,face2face
Real/REAL_5141.jpg,1,real
Real/REAL_0382.jpg,1,real
FaceSwap/FaceSwap_35.jpg,0,faceswap
StyleGAN/StyleGAN_950.png,0,stylegan
Midjourney/Midjourney_0625.png,0,midjourney
Stable Diffusion/Stable_Diffusion_627.jpg,0,stable diffusion
Real/REAL_0251.jpg,1,real
Real/REAL_3789.jpg,1,real
FaceSwap/FaceSwap_105.jpg,0,faceswap
Real/REAL_5724.jpg,1,real
Real/REAL_4126.jpg,1,real
DALL-E/DALL-E_1762.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_543.jpg,0,stable diffusion
Real/REAL_0718.jpg,1,real
NeuralTextures/NeuralTextures_823.jpg,0,neuraltextures
DALL-E/DALL-E_1065.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_802.jpg,0,stable diffusion
Stable Diffusion/Stable_Diffusion_891.jpg,0,stable diffusion
StyleGAN/StyleGAN_519.png,0,stylegan
Real/REAL_5826.jpg,1,real
Face2Face/Face2Face_0367.jpg,0,face2face
Face2Face/Face2Face_0209.jpg,0,face2face
FaceSwap/FaceSwap_1495.jpg,0,faceswap
StyleGAN/StyleGAN_693.png,0,stylegan
Real/REAL_2810.jpg,1,real
Stable Diffusion/Stable_Diffusion_1191.jpg,0,stable diffusion
FaceShifter/FaceShifter_0770.jpg,0,faceshifter
FaceShifter/FaceShifter_0495.jpg,0,faceshifter
Real/REAL_2724.jpg,1,real
Real/REAL_0592.jpg,1,real
DALL-E/DALL-E_1521.jpg,0,dall-e
Real/REAL_0961.jpg,1,real
Real/REAL_3115.jpg,1,real
Face2Face/Face2Face_0721.jpg,0,face2face
Stable Diffusion/Stable_Diffusion_1806.jpg,0,stable diffusion
DALL-E/DALL-E_1669.jpg,0,dall-e
Real/REAL_2986.jpg,1,real
NeuralTextures/NeuralTextures_982.jpg,0,neuraltextures
DALL-E/DALL-E_0230.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_174.jpg,0,stable diffusion
Real/REAL_1581.jpg,1,real
Real/REAL_2493.jpg,1,real
Real/REAL_4577.jpg,1,real
Real/REAL_2844.jpg,1,real
FaceSwap/FaceSwap_1364.jpg,0,faceswap
DeepFaceLab/DeepFaceLab_1288.png,0,deepfacelab
Stable Diffusion/Stable_Diffusion_410.jpg,0,stable diffusion
Stable Diffusion/Stable_Diffusion_593.jpg,0,stable diffusion
FaceSwap/FaceSwap_183.jpg,0,faceswap
Real/REAL_4296.jpg,1,real
Midjourney/Midjourney_0408.png,0,midjourney
DALL-E/DALL-E_1718.jpg,0,dall-e
Real/REAL_1723.jpg,1,real
FaceSwap/FaceSwap_265.jpg,0,faceswap
NeuralTextures/NeuralTextures_676.jpg,0,neuraltextures
Real/REAL_2147.jpg,1,real
StyleGAN/StyleGAN_18.png,0,stylegan
Real/REAL_4730.jpg,1,real
DeepFaceLab/DeepFaceLab_0160.png,0,deepfacelab
DALL-E/DALL-E_1350.jpg,0,dall-e
NeuralTextures/NeuralTextures_893.jpg,0,neuraltextures
FaceSwap/FaceSwap_609.jpg,0,faceswap
Real/REAL_5590.jpg,1,real
DeepFaceLab/DeepFaceLab_1590.png,0,deepfacelab
Real/REAL_2279.jpg,1,real
Real/REAL_4644.jpg,1,real
DALL-E/DALL-E_0942.jpg,0,dall-e
DeepFaceLab/DeepFaceLab_1254.png,0,deepfacelab
Real/REAL_1612.jpg,1,real
Real/REAL_5457.jpg,1,real
Stable Diffusion/Stable_Diffusion_1508.jpg,0,stable diffusion
DALL-E/DALL-E_0787.jpg,0,dall-e
DeepFaceLab/DeepFaceLab_1581.png,0,deepfacelab
DeepFaceLab/DeepFaceLab_0907.png,0,deepfacelab
Real/REAL_2725.jpg,1,real
DALL-E/DALL-E_1446.jpg,0,dall-e
Stable Diffusion/Stable_Diffusion_1131.jpg,0,stable diffusion
Stable Diffusion/Stable_Diffusion_200.jpg,0,stable diffusion
Real/REAL_2566.jpg,1,real
NeuralTextures/NeuralTextures_989.jpg,0,neuraltextures
NeuralTextures/NeuralTextures_839.jpg,0,neuraltextures
DeepFaceLab/DeepFaceLab_0510.png,0,deepfacelab
Stable Diffusion/Stable_Diffusion_2019.jpg,0,stable diffusion
DALL-E/DALL-E_0884.jpg,0,dall-e
Midjourney/Midjourney_0096.png,0,midjourney
NeuralTextures/NeuralTextures_590.jpg,0,neuraltextures
FaceShifter/FaceShifter_0269.jpg,0,faceshifter
